original bug report url,original tool,faulty target tool,Version,JDK version,Refactoring Type,Input program,Expected output prgram,Actual output program,Procedure,Symptom,submitted,state
https://youtrack.jetbrains.com/issue/IDEA-111739/Refactoring-Change-signature-change-type-of-the-method-incorrectly,IDEA,Eclipse,"Eclipse IDE for Enterprise Java and Web Developers (includes Incubating components)

Version: 2024-03 (4.31.0)
Build id: 20240307-1437",Oracle OpenJDK 22.0.1,Change Mehtod Parameter,"import java.util.List;

public class A<T extends List> {
        
    protected T getType() {
        return null;
    }
}
import java.util.ArrayList;

public class B extends A<ArrayList> {
        
    @Override
    protected ArrayList getType() {
        return super.getType();
    }
}",-,"import java.util.ArrayList;

public class B extends A<ArrayList> {
        
    @Override ArrayList getType() {
        return super.getType();
    }
}","change the visibility of class A method gettype to package level, 
in class B, the anotation is moved from top to the prefix of method.
other operation is good.",redundant change,,
https://youtrack.jetbrains.com/issue/IDEA-111739/Refactoring-Change-signature-change-type-of-the-method-incorrectly,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Change Mehtod Parameter,"import java.util.List;

public class A<T extends List> {
	
    protected T getType() {
        return null;
    }
}
import java.util.ArrayList;

public class B extends A<ArrayList> {
	
    @Override
    protected ArrayList getType() {
        return super.getType();
    }
}",warning message,"import java.util.List;

public class A<T extends List> {
    private T getType() {
        return null;
    }
}
import java.util.ArrayList;

public class B extends A<ArrayList> {
    @Override
    private ArrayList getType() {
        return super.getType();
    }
}","change the visibility of class B method to private, reducing compile error",compile error,,
https://youtrack.jetbrains.com/issue/IDEA-97203/Change-constructor-signature-add-Exception-break-code,IDEA,Eclipse,"Eclipse IDE for Enterprise Java and Web Developers (includes Incubating components)

Version: 2024-03 (4.31.0)
Build id: 20240307-1437",Oracle OpenJDK 22.0.1,Change Mehtod Parameter,"public class A {
    public A(String name){
    }
}
public class B extends A {
    public B(String name) {
        super(name);
    }
}",-,"public class A {
    public A(String name) throws Exception{
    }
}
public class B extends A {
    public B(String name) {
        super(name);
    }
}",add Exception for class A constructor,compile error,,
https://youtrack.jetbrains.com/issue/IDEA-152114/Change-signature-warns-but-not-change-method-reference-to-lambda,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Change Mehtod Parameter,"import java.util.ArrayList;
import java.util.List;
import java.util.function.Predicate;

public class A {
    public static void print() {
        List<Integer> someNumbers = A.returnAllNumbers(A::alwaysTrue);
    }

    private static List<Integer> returnAllNumbers(Predicate<Integer> predicate) {
        return new ArrayList<>();
    }

    public static boolean alwaysTrue(int a) {
        return true;
    }
}",warning message,"import java.util.ArrayList;
import java.util.List;
import java.util.function.Predicate;

public class A {
    public static void print() {
        List<Integer> someNumbers = A.returnAllNumbers(A::alwaysTrue);
    }

    private static List<Integer> returnAllNumbers(Predicate<Integer> predicate) {
        return new ArrayList<>();
    }

    public static boolean alwaysTrue(int a, int b) {
        return true;
    }
}",add one parameter for method alwaysTrue(),compile error,,
https://youtrack.jetbrains.com/issue/IDEA-103174/JDK-1.8-Type-Annotations-Change-Signature-Refactoring-allows-adding-annotations-shows-them-in-preview-but-doesnt-actually-add,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Change Mehtod Parameter,"import java.lang.annotation.ElementType;
import java.lang.annotation.Target;

@Target({ElementType.METHOD, ElementType.FIELD, ElementType.TYPE, ElementType.PACKAGE, ElementType.TYPE_USE, ElementType.PARAMETER, ElementType.CONSTRUCTOR, ElementType.LOCAL_VARIABLE})
public @interface Sample {}
public class A {
    public String foo() { return null; }
}
",-,wrong warning message,add annotation before the return type of method foo,incorrect warning message,,
https://youtrack.jetbrains.com/issue/IDEA-104286/Change-Signature-Refactoring-to-functional-interface-should-affect-lambda-expressions,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Change Mehtod Parameter,"public class A {
    static class Param { }

    static class Receiver {
        public void receive(LambdaInterface pInterface) {
            pInterface.lambda(new Param(), new Param());
        }
    }

    interface LambdaInterface {
        void lambda(Param param1, Param param2);
    }

    public static void main(String[] args) {
        new Receiver().receive((param1, param2) -> {
            System.out.println(""param1 = "" + param1);
            System.out.println(""param2 = "" + param2);
        });
    }
}",warning message,"public class A {
    static class Param { }

    static class Receiver {
        public void receive(LambdaInterface pInterface) {
            pInterface.lambda(new Param());
        }
    }

    interface LambdaInterface {
        void lambda(Param param1);
    }

    public static void main(String[] args) {
        new Receiver().receive((param1) -> {
            System.out.println(""param1 = "" + param1);
            System.out.println(""param2 = "" + param2);
        });
    }
}",remove the second parameter for method lambda,compile error,,
https://youtrack.jetbrains.com/issue/IDEA-91288/Inline-Refactoring-should-not-be-allowed-for-variables-initialized-with-condition,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Inline Variable,"public class A {
    private void computeIndex(boolean flag) {
        Integer iii = flag ? 1 : 2;
        iii.byteValue();
    }
}","public class A {

    private void computeIndex(boolean flag) {
        ((Integer) (flag ? 1 : 2)).byteValue();
    }
}","public class A {
    private void computeIndex(boolean flag) {
        (flag ? 1 : 2).byteValue();
    }
}",inline variable for iii,compile error,,
https://youtrack.jetbrains.com/issue/IDEA-97902/Inline-conditional-expression.-unnecessary-cast-to-boolean,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Inline Variable,"public class A {
    static boolean isA() {
        return true;
    }

    static boolean isB() {
        return true;
    }

    private static void foo(final boolean explicit) {
        boolean has = explicit ? isA() : isB();
        if (has) {
        }
    }
}",-,-,inline for variable has,incorrect warning message,,
https://youtrack.jetbrains.com/issue/IDEA-151960/Unable-to-inline-variable-used-in-lambda,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Inline Variable,"public class A {
    public static void main(String[] args) {
        String hello = new String(""hello"");
        Runnable x = () -> {
            System.out.println(hello);
        }; 
    }
}",-,-,inline variable for hello,incorrect warning message,,
https://youtrack.jetbrains.com/issue/IDEA-91371/JDK-1.8-Inline-Refactoring-doesnt-allow-to-inline-a-variable-declared-in-a-lambda,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Inline Variable,"public class A {
    public static void main(String[] args) {
        Runnable x = () -> {
            String hello = new String(""hello"");
            System.out.println(hello);
        };
    }
}",-,-,inline variable for hello,incorrect warning message,,
https://youtrack.jetbrains.com/issue/IDEA-152600/Inline-variable-which-represent-functional-reference-breaks-method-refence,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Inline Variable,"public class A {
    public static void main(String[] args) {
        Task t = () -> System.out.println(""hello"");
        Runnable r = t::doit;
    }
}

interface Task  {
    void doit();
}","public class A {
    public static void main(String[] args) {
        Runnable r = ((Task) () -> System.out.println(""hello""))::doit;
    }
}

interface Task  {
    void doit();
}","public class A {
    public static void main(String[] args) {
        Runnable r = (() -> System.out.println(""hello""))::doit;
    }
}

interface Task  {
    void doit();
}",inline variable for t,compile error,,
https://youtrack.jetbrains.com/issue/IDEA-152883/Non-required-cast-when-inline-this-reference-inside-local-class,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Inline Variable,"public class A {
    public void bar() {
        A foo = this;

        new Object() {
            public void run() {
                foo.baz(); // inline 'foo' variable
            }
        };
    }

    public void baz() {
    }
}","public class A {
    public void bar() {

        new Object() {
            public void run() {
                A.this.baz(); // inline 'foo' variable
            }
        };
    }

    public void baz() {
    }
}","public class A {
    public void bar() {

        new Object() {
            public void run() {
                this.baz(); // inline 'foo' variable
            }
        };
    }

    public void baz() {
    }
}",inline variable for foo,compile error,,
https://youtrack.jetbrains.com/issue/IDEA-139827/Avoid-the-perform-of-rename-refactoring-at-the-implicit-enum-elements-e.g.-values-method,IDEA,Eclipse,"Eclipse IDE for Enterprise Java and Web Developers (includes Incubating components)

Version: 2024-03 (4.31.0)
Build id: 20240307-1437",Oracle OpenJDK 22.0.1,Rename method,"public class A {
    {
        int length = new String[0].length;
    }
    enum M {
        ;
        {
            M.valueOf("""");
        }
    }
    enum S {
        ;
        {
            S.values();
        }
    }
}",warning message,-,"rename length, valueOf, and values",compile error,https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1531,pending
https://youtrack.jetbrains.com/issue/IDEA-139827/Avoid-the-perform-of-rename-refactoring-at-the-implicit-enum-elements-e.g.-values-method,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Rename method,"public class A {
    enum M {
        ;
        {
            M.valueOf("""");
        }
    }
    enum S {
        ;
        {
            S.values();
        }
    }
}",warning message,Exception,"rename valueOf, and values",Exception,,
https://youtrack.jetbrains.com/issue/IDEA-111875/Rename-method-do-not-allow-to-rename-if-theres-some-overloaded-method-with-same-erasure,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Rename method,"public class A<T> {
    void foo(T t) {
    }

    void foo1(Object t) {
    }
}",warning message,"public class A<T> {
    void foo1(T t) {
    }

    void foo1(Object t) {
    }
}",rename foo to foo1,compile error,,
https://youtrack.jetbrains.com/issue/IDEA-83831/rename...-silently-replaces-one-method-with-another,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Rename method,"public class A {
    static void foo1(Number n) {
        System.out.println(""1"");
    }
    static void foo2(Long i) {
        System.out.println(""2"");
    }
    public static void main(String[] args) {
        long n = 0;
        foo1(n);// rename foo1 to foo2
    }
}",warning message,"public class A {
    static void foo2(Number n) {
        System.out.println(""1"");
    }
    static void foo2(Long i) {
        System.out.println(""2"");
    }
    public static void main(String[] args) {
        long n = 0;
        foo2(n);// rename foo1 to foo2
    }
}",rename foo1 to foo2,behavior change,,
https://youtrack.jetbrains.com/issue/IDEA-311563/Pull-members-up-refactoring-should-not-allow-pulling-up-non-abstract-record-accessor-method,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Pull up,"public class A {
    interface I {}
    public record Rectangle(double width, double height) implements I {
        public double area() {
            return width * height;
        }

        public double perimeter() {
            return 2 * (width + height);
        }
    }

    public static void main(String[] args) {
        Rectangle rectangle = new Rectangle(3.0, 4.0);
        System.out.println(""Width: "" + rectangle.width());
        System.out.println(""Height: "" + rectangle.height());
        System.out.println(""Area: "" + rectangle.area());
        System.out.println(""Perimeter: "" + rectangle.perimeter());
    }
}",-,Exception,pull up height to interface,Exception,,
https://youtrack.jetbrains.com/issue/IDEA-311563/Pull-members-up-refactoring-should-not-allow-pulling-up-non-abstract-record-accessor-method,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Pull up,"public class A {
    interface I{}
    class Manager implements I{
        public Employee employee;

//        public void manage() {
//            System.out.println(""Managing "" + employee.getName());
//        }
    }

    class Employee implements I{
        private String name;

        public String getName() {
            return name;
        }
    }
}",-,"public class A {
    interface I{

        public Employee employee;
//        public void manage() {
//            System.out.println(""Managing "" + employee.getName());
//        }
    }
    class Manager implements I{
    }

    class Employee implements I{
        private String name;

        public String getName() {
            return name;
        }
    }
}",pull up employee into interface,compile error,,
https://youtrack.jetbrains.com/issue/IDEA-144043/Pull-Members-Up-refactoring-breaks-code,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Pull up,"public class A {

}
public class B extends A {
    public void m() {} // pull m up and make abstract

    void n() { // or pull n up and make abstract
        new A();
    }
}",-,"public abstract class A {

    public abstract void m() // pull m up and make abstract
    ;
}
public class B extends A {
    @Override
    public void m() {} // pull m up and make abstract

    void n() { // or pull n up and make abstract
        new A();
    }
}",pull m or n up,compile error,,
https://youtrack.jetbrains.com/issue/IDEA-117671/Incorrect-warning-from-Pull-Members-Up-refactoring,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Pull up,"public class A {

}

import java.util.HashMap;
import java.util.Map;

class B extends A {
    void foo() {
        HM<String, String> hm = new HM<>();
        for (Map.Entry<String, String> stringStringEntry : hm.entrySet()) {}
    }
    private static class HM<K, V> extends HashMap<K, V> {}
}",-,"public class A {

    void foo() {
        B.HM<String, String> hm = new B.HM<>();
        for (Map.Entry<String, String> stringStringEntry : hm.entrySet()) {
        }
    }
    
}
import java.util.HashMap;
import java.util.Map;

class B extends A {
    private static class HM<K, V> extends HashMap<K, V> {}
}",pull foo up to class A,compile error,,
https://youtrack.jetbrains.com/issue/IDEA-87191/Pull-Members-Up-refactor-fails-to-merge-superinterfaces,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Pull up,"import java.util.Collection;

public class A {
    static abstract class A1 implements Collection<String> { }

    static abstract class B1 extends A1 implements Collection<String> { }
}",-,"import java.util.Collection;

public class A {
    static abstract class A1 implements Collection<String>, Collection { }

    static abstract class B1 extends A1 { }
}",pull implements Collection up,compile error,,
https://youtrack.jetbrains.com/issue/IDEA-87543/Pull-Members-Up-fails-when-class-type-parameters-are-aliased-with-superclass-type-parameters,IDEA,Eclipse,"Eclipse IDE for Enterprise Java and Web Developers (includes Incubating components)

Version: 2024-03 (4.31.0)
Build id: 20240307-1437",Oracle OpenJDK 22.0.1,Pull up,"public class A {
    public interface Bar<T> { }

    public interface Base<T> { }

    public class Foo<T,U> implements Base<U> {
        public void foo(Bar<U> bar) { }
    }
}",-,"public class A {
    public interface Bar<T> { }

    public interface Base<T> {

		void foo(Bar<U> bar); }

    public class Foo<T,U> implements Base<U> {
        @Override
		public void foo(Bar<U> bar) { }
    }
}",pull foo up to Base,compile error,https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1532,pending
https://bugs.eclipse.org/bugs/show_bug.cgi?id=185330,Eclipse,IDEA,"IntelliJ IDEA 2024.1.1 (Ultimate Edition)
Build #IU-241.15989.150, built on April 29, 2024
Runtime version: 17.0.10+1-b1207.14 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o",Oracle OpenJDK 17.0.8,Introduce Parameter,"public class A {
    int f() {
        System.out.println(""aaa"");
        return 0;
    }

    static void m(A a) {
        a.f();
        a.f();
    }

    public static void main(String[] args) {
        m(new A());
    }
}",-,"public class A {
    int f() {
        System.out.println(""aaa"");
        return 0;
    }

    static void m(int f) {
    }

    public static void main(String[] args) {
        final A a = new A();
        m(a.f());
    }
}","select a.f();
Refactor->Introduce Parameter, replace all occurances, press Enter",behavior change,https://youtrack.jetbrains.com/issue/IDEA-354039/Introduce-Parameter-refactoring-changes-the-behavior-of-my-program,confirmed
https://bugs.eclipse.org/bugs/show_bug.cgi?id=47062,Eclipse,IDEA,"IntelliJ IDEA 2024.1.1 (Ultimate Edition)
Build #IU-241.15989.150, built on April 29, 2024
Runtime version: 17.0.10+1-b1207.14 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o",Oracle OpenJDK 17.0.8,Change Signature,"@Target(ElementType.TYPE_USE)
public @interface Sample {}

public String foo() { return null; }",public @Sample String foo(@Sample Integer p) throws @Sample Exception { return null; },public @Sample String foo(@Sample Integer p) throws Exception { return null; },"Invoke the refactoring for the method.
Add @Sample to the return type, @Sample Integer p parameter and throws @Sample Exception clause.
Check that everything is correctly shown in preview. Press Refactor.",Fail to refactoring,https://youtrack.jetbrains.com/issue/IDEA-354040/Change-Signature-refactoring-fail-to-perform-the-change-as-shown-in-the-preview,confirmed
https://bugs.eclipse.org/bugs/show_bug.cgi?id=369295,Eclipse,IDEA,"IntelliJ IDEA 2024.1.1 (Ultimate Edition)
Build #IU-241.15989.150, built on April 29, 2024
Runtime version: 17.0.10+1-b1207.14 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o",Oracle OpenJDK 17.0.8,Extract Method,"public class A {
    public static void main(String[] args) {
        final String s = ""text"";
        class B {
            public String foo() {
                return s;
            }
        }
        System.out.println(new B().foo());
    }
}","public class A {

    public static void main(String[] args) {
        final String s = ""text"";
        extracted(s);
    }

        private static void extracted(final String s) {
                class B {
            public String foo() {
                return s;
            }
        }
        System.out.println(new B().foo());
        }
}","public class A {
    public static void main(String[] args) {
        final String s = ""text"";
        extracted(s);
    }

    private static void extracted(String s) {
        class B {
            public String foo() {
                return s;
            }
        }
        System.out.println(new B().foo());
    }
}","extract whole 'main' body except the first line, the extracted method should have ""final String s"" parameter, but in the latest IDEA version, it is not",Fail to refactoring,https://youtrack.jetbrains.com/issue/IDEA-354041/Extract-method-refactoring-issue-about-the-parameter-of-the-extracted-method,
https://bugs.eclipse.org/bugs/show_bug.cgi?id=105829,Eclipse,IDEA,"IntelliJ IDEA 2024.1.1 (Ultimate Edition)
Build #IU-241.15989.150, built on April 29, 2024
Runtime version: 17.0.10+1-b1207.14 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o",Oracle OpenJDK 17.0.8,Type Immigration,"public class A {
        public void m(C c) {c.n();}
}

public class B extends A {
        public void m(C c) {}
        public void m(I c) {}
}

public class C implements I {
        public void n() {};
}

public interface I {
        public abstract void n();
}",-,"public class A {
        public void m(I c) {c.n();}
}

public class B extends A {
        public void m(C c) {}
        public void m(I c) {}
}

public class C implements I {
        public void n() {};
}

public interface I {
        public abstract void n();
}","generalizing type of c in A.m(C c) offers I, which makes B.m(I c) duplicate",Compile error,https://youtrack.jetbrains.com/issue/IDEA-354042/Type-Migration-refactoring-produce-refactored-program-contains-syntax-error,confirmed
https://youtrack.jetbrains.com/issue/IDEA-87543/Pull-Members-Up-fails-when-class-type-parameters-are-aliased-with-superclass-type-parameters,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,pull up,"public class A {
    public interface JSam {
        void bar(String p);
    }

    interface JsamImpl extends JSam {
        void foo();
    }

    class User {
        void test() {
            JSam jSam = (String p) -> {};

            (new JSam() {
                public void bar(String p) {}
            }).bar("""");
        }
    }
}",-,"public class A {
    public interface JSam {
        void bar(String p);

        void foo();
    }

    interface JsamImpl extends JSam {
    }

    class User {
        void test() {
            JSam jSam = (String p) -> {};

            (new JSam() {
                public void bar(String p) {}
            }).bar("""");
        }
    }
}",push down bar(),incorrect warning message,,
https://youtrack.jetbrains.com/issue/IDEA-151942/Problems-with-Pulling-Up-method-of-Inner-class,IDEA,Eclipse,"Eclipse IDE for Enterprise Java and Web Developers (includes Incubating components)

Version: 2024-03 (4.31.0)
Build id: 20240307-1437",Oracle OpenJDK 22.0.1,Pull up,"public class A {
    public class BaseInner {}

    public class Outer {
        public int x = 0;
        public void foo(){};

        public class Inner extends BaseInner {
            void innerMethod() { // PULL this method UP
                System.out.println(Outer.this.x);
                Outer.this.foo();
            }
        }
    }
}",-,"import com.concordia.my.retester.A.Outer.Inner;

public class A {
    public class BaseInner {

                void innerMethod(Inner inner) { // PULL this method UP
                    System.out.println(inner.x);
                    inner.foo();
                }}

    public class Outer {
        public int x = 0;
        public void foo(){};

        public class Inner extends BaseInner {
        }
    }
}",pull innerMethod() up,compile error,https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1533,pending
https://youtrack.jetbrains.com/issue/IDEA-151942/Problems-with-Pulling-Up-method-of-Inner-class,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Pull up,"public class A {
    public class BaseInner {}

    public class Outer {
        public int x = 0;
        public void foo(){};

        public class Inner extends BaseInner {
            void innerMethod() { // PULL this method UP
                System.out.println(Outer.this.x);
                Outer.this.foo();
            }
        }
    }
}",-,"public class A {
    public class BaseInner {

        void innerMethod() {
            // PULL this method UP
            System.out.println(Outer.this.x);
            Outer.this.foo();
        }
    }

    public class Outer {
        public int x = 0;
        public void foo(){};

        public class Inner extends BaseInner {
        }
    }
}",pull innerMethod() up,compile error,,
https://youtrack.jetbrains.com/issue/IDEA-146787/Refactor-Extract-constant-places-constant-in-wrong-class,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Introduce Constant,"public class A {
    class ExtractConstantBefore {

        public String getString() {
            return StaticInner.STRING;
        }

        static class StaticInner {
            public static String STRING = ""aaaa"";
        }
    }
}","public class A {
    class ExtractConstantBefore {

        private static final String S_TRING = StaticInner.STRING;

		public String getString() {
            return S_TRING;
        }

        static class StaticInner {
            public static String STRING = ""aaaa"";
        }
    }
}","public class A {
    class ExtractConstantBefore {

        public String getString() {
            return STRING;
        }

        static class StaticInner {
            public static String STRING = ""aaaa"";
        }
    }
    private static final String STRING = StaticInner.STRING;
}",Introduce constant for StaticInner.STRING in getString(),compile error,,
https://youtrack.jetbrains.com/issue/IDEA-118166/Extracting-a-constant-from-annotation-value-does-not-search-for-the-same-value-within-the-code,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Introduce Constant,"public class A {
    @SuppressWarnings(value= {""all"", ""rawtypes""})
    public class SomeClass {

        public String getModelName() {
            return ""all"";
        }
    }

    @interface Model {
        Usage usages();
    }
    @interface Usage {
        String value();
    }
}",-,"public class A {
    @SuppressWarnings(value= {ALL, ""rawtypes""})
    public class SomeClass {

        private static final String ALL = ""all"";

        public String getModelName() {
            return ALL;
        }
    }

    @interface Model {
        Usage usages();
    }
    @interface Usage {
        String value();
    }
}","Introduce constant for ""all"" and replace all occurances",compile error,,
https://youtrack.jetbrains.com/issue/IDEA-118166/Extracting-a-constant-from-annotation-value-does-not-search-for-the-same-value-within-the-code,IDEA,Eclipse,"Eclipse IDE for Enterprise Java and Web Developers (includes Incubating components)

Version: 2024-03 (4.31.0)
Build id: 20240307-1437",Oracle OpenJDK 22.0.1,Introduce Constant,"public class A {
    @SuppressWarnings(value= {""all"", ""rawtypes""})
    public class SomeClass {

        public String getModelName() {
            return ""all"";
        }
    }

    @interface Model {
        Usage usages();
    }
    @interface Usage {
        String value();
    }
}",-,"public class A {
	@SuppressWarnings(value= {""all"", ""rawtypes""})
    public class SomeClass {

        private static final String ALL = ""all"";

		public String getModelName() {
            return ALL;
        }
    }

    @interface Model {
        Usage usages();
    }
    @interface Usage {
        String value();
    }
}","Introduce constant for ""all"" and replace all occurances, 
select the first and te second have different result",Fail to refactoring,,
